Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15461,b'Ten Pin Alley 2',b'Wii',2008,b'Sports',b'XS Games',0.02,0.0,0.0,0.0,0.02
15462,b'Coded Soul: Uke Keigareshi Idea',b'PSP',2008,b'Role-Playing',b'Sony Computer Entertainment',0.0,0.0,0.02,0.0,0.02
15463,b'Starship Troopers',b'PC',2005,b'Shooter',b'Empire Interactive',0.0,0.02,0.0,0.0,0.02
15464,b'AIR',b'PSP',2007,b'Adventure',b'Prototype',0.0,0.0,0.02,0.0,0.02
15465,b'Crysis: Warhead',b'PC',2008,b'Shooter',b'Electronic Arts',0.0,0.02,0.0,0.0,0.02
15466,b'Hana to Otome ni Shukufuku o: Harekaze no Okurimono',b'PS2',2010,b'Adventure',b'Alchemist',0.0,0.0,0.02,0.0,0.02
15467,"b""Dino Dini's Kick Off Revival""",b'PS4',2016,b'Sports',b'Avanquest',0.0,0.02,0.0,0.0,0.02
15468,b'Garfield Gets Real',b'DS',2009,b'Action',b'Zushi Games',0.0,0.02,0.0,0.0,0.02
15469,b'Mighty No. 9',b'WiiU',2016,b'Platform',b'Deep Silver',0.01,0.01,0.0,0.0,0.02
15470,b'Atlantic Quest',b'PC',2011,b'Puzzle',b'Avanquest',0.0,0.02,0.0,0.0,0.02
15471,b'Tycoon City: New York',b'PC',2006,b'Strategy',b'Atari',0.0,0.02,0.0,0.0,0.02
15472,b'TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5',b'PS3',2015,b'Action',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15473,b'Agatha Christie: The ABC Murders',b'PC',2016,b'Adventure',b'Microids',0.0,0.02,0.0,0.0,0.02
15474,b'Virtua Pro Football',b'PS2',2006,b'Sports',b'Sega',0.0,0.0,0.02,0.0,0.02
15475,b'Date-A-Live Twin Edition: Rio Reincarnation',b'PSV',2015,b'Action',b'Compile Heart',0.0,0.0,0.02,0.0,0.02
15476,b'Adidas Power Soccer 98',b'PS',1998,b'Sports',b'Psygnosis',0.01,0.01,0.0,0.0,0.02
15477,b'Natsuiro High School: Seishun Hakusho',b'PS4',2015,b'Action',b'D3Publisher',0.0,0.0,0.02,0.0,0.02
15478,b'Black Rose Valkyrie',b'PS4',2016,b'Role-Playing',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15479,"b""Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales)""",b'Wii',2006,b'Racing',b'Unknown',0.0,0.0,0.02,0.0,0.02
15480,b'Heroes VS',b'PSP',2013,b'Fighting',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15481,b'Kazoku Keikaku',b'PSP',2010,b'Adventure',b'CyberFront',0.0,0.0,0.02,0.0,0.02
15482,b'Sotsugyou II: Neo Generation Special',b'3DO',1995,b'Simulation',b'Imageworks',0.0,0.0,0.02,0.0,0.02
15483,"b'Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)'",b'PC',2009,b'Shooter',b'Activision',0.02,0.0,0.0,0.0,0.02
15484,"b""Agatha Christie's The ABC Murders""",b'PS4',2016,b'Adventure',b'Microids',0.01,0.01,0.0,0.0,0.02
15485,"b""Tom Clancy's Splinter Cell Classic Trilogy HD""",b'PS3',2011,b'Action',b'Ubisoft',0.02,0.0,0.0,0.0,0.02
15486,b'Aoishiro',b'PS2',2008,b'Adventure',b'Success',0.0,0.0,0.02,0.0,0.02
15487,b'Rainbow Islands Revolution',b'DS',2005,b'Platform',b'Rising Star Games',0.01,0.0,0.0,0.0,0.02
15488,"b'Warhammer 40,000: Dawn of War: Soulstorm'",b'PC',2008,b'Strategy',b'THQ',0.0,0.02,0.0,0.0,0.02
15489,b'Virtual Kasparov',b'GBA',2002,b'Strategy',b'Titus',0.01,0.01,0.0,0.0,0.02
15490,b'Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.',b'XB',2005,b'Platform',b'Global Star',0.01,0.0,0.0,0.0,0.02
15491,b'Dynasty Warriors 8: Empires',b'PSV',2015,b'Action',b'Tecmo Koei',0.0,0.0,0.02,0.0,0.02
15492,"b""Mary King's Riding School""",b'DS',2008,b'Simulation',b'Ghostlight',0.0,0.02,0.0,0.0,0.02
15493,b'Devil Survivor: Over Clock',b'3DS',2015,b'Strategy',b'Atlus',0.0,0.0,0.02,0.0,0.02
15494,b'PC Engine Best Collection: Tengai Makyou Collection',b'PSP',2008,b'Role-Playing',b'Hudson Soft',0.0,0.0,0.02,0.0,0.02
15495,b'Commandos 3: Destination Berlin',b'PC',2003,b'Strategy',b'Eidos Interactive',0.0,0.02,0.0,0.0,0.02
15496,b'Otoko Yukaku',b'PSV',2015,b'Action',b'D3Publisher',0.0,0.0,0.02,0.0,0.02
15497,b'Speed Kings',b'GC',2003,b'Racing',b'Acclaim Entertainment',0.01,0.0,0.0,0.0,0.02
15498,b'Spirits and Demons: 5 Game Pack',b'PC',2015,b'Misc',b'Focus Multimedia',0.0,0.02,0.0,0.0,0.02
15499,b'Rose to Tasogare no Kojou',b'PSV',2016,b'Action',b'Nippon Ichi Software',0.0,0.0,0.02,0.0,0.02
15500,b'Army Rescue',b'Wii',2009,b'Shooter',b'UFO Interactive',0.02,0.0,0.0,0.0,0.02
15501,b'Azada',b'3DS',2012,b'Puzzle',b'Licensed 4U',0.0,0.02,0.0,0.0,0.02
15502,b'ESPN MLS ExtraTime 2002',b'XB',2002,b'Sports',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15503,b'Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome',b'PSP',2010,b'Misc',b'Karin Entertainment',0.0,0.0,0.02,0.0,0.02
15504,b'Dreamer Series: Horse Trainer',b'DS',2008,b'Simulation',b'DreamCatcher Interactive',0.02,0.0,0.0,0.0,0.02
15505,b'Hogs of War',b'PS',2000,b'Strategy',b'Infogrames',0.01,0.01,0.0,0.0,0.02
15506,b'Katekyoo Hitman Reborn! Dream Hyper Battle!',b'PS2',2007,b'Fighting',b'Marvelous Interactive',0.0,0.0,0.02,0.0,0.02
15507,b'Muchi Muchi Pork & Pink Sweets',b'X360',2011,b'Shooter',b'Cave',0.0,0.0,0.02,0.0,0.02
15508,b'Point Blank 3',b'PS',2000,b'Shooter',b'Namco Bandai Games',0.01,0.01,0.0,0.0,0.02
15509,b'Meiji Toukyou Renka',b'PSP',2013,b'Adventure',b'Broccoli',0.0,0.0,0.02,0.0,0.02
15510,b'Sengoku Basara: Sanada Yukimura-Den',b'PS3',2016,b'Action',b'Capcom',0.0,0.0,0.02,0.0,0.02
15511,b'Hakuoki: Shinkai - Hana no Shou',b'PSV',2016,b'Adventure',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15512,b'Mushihimesama',b'X360',2012,b'Action',b'Cave',0.0,0.0,0.02,0.0,0.02
15513,b'Uru: Ages Beyond Myst',b'PC',2003,b'Adventure',b'Ubisoft',0.0,0.02,0.0,0.0,0.02
15514,b'Higurashi no Naku Koro ni: Jan',b'PSP',2009,b'Misc',b'AQ Interactive',0.0,0.0,0.02,0.0,0.02
15515,b'Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira',b'PSP',2012,b'Action',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15516,b'Elvandia Story',b'PS2',2007,b'Role-Playing',b'Spike',0.0,0.0,0.02,0.0,0.02
15517,b'Triggerheart Excelica Enhanced',b'PS2',2009,b'Shooter',b'Alchemist',0.0,0.0,0.02,0.0,0.02
15518,b'Puzzle Star Sweep',b'PS',1997,b'Puzzle',b'Midas Interactive Entertainment',0.01,0.01,0.0,0.0,0.02
15519,b'Battle Spirits: Kiseki no Hasha',b'PSP',2009,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15520,b'X-Plane 10 Global',b'PC',2013,b'Simulation',b'Aerosoft',0.0,0.02,0.0,0.0,0.02
15521,b'Chrysler Classic Racing',b'DS',2008,b'Racing',b'Zoo Games',0.02,0.0,0.0,0.0,0.02
15522,b'The Conveni 4',b'PS2',2006,b'Simulation',b'Hamster Corporation',0.0,0.0,0.02,0.0,0.02
15523,b'The Cheetah Girls',b'GBA',2006,b'Misc',b'Disney Interactive Studios',0.01,0.0,0.0,0.0,0.02
15524,"b""Charlie's Angels""",b'GC',2003,b'Action',b'Ubisoft',0.01,0.0,0.0,0.0,0.02
15525,b'WRC 2: FIA World Rally Championship',b'PC',2011,b'Racing',b'Ubisoft',0.0,0.01,0.0,0.0,0.02
15526,b'uDraw Studio: Instant Artist',b'X360',2011,b'Misc',b'THQ',0.01,0.01,0.0,0.0,0.02
15527,b'Seitokai no Ichizon: DS-suru Seitokai',b'DS',2010,b'Adventure',b'Kadokawa Shoten',0.0,0.0,0.02,0.0,0.02
15528,b'Teenage Mutant Ninja Turtles Double Pack',b'GBA',2006,b'Action',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15529,b'Prism Ark: Awake',b'PS2',2008,b'Adventure',b'5pb',0.0,0.0,0.02,0.0,0.02
15530,b'Rozen Maiden: Duellwalzer',b'PS2',2006,b'Adventure',b'Taito',0.0,0.0,0.02,0.0,0.02
15531,b'Rugby 06',b'XB',2006,b'Sports',b'Electronic Arts',0.01,0.0,0.0,0.0,0.02
15532,b'Marvel Avengers: Battle for Earth',b'X360',2012,b'Action',b'Ubisoft',0.02,0.0,0.0,0.0,0.02
15533,b'Winter Blast: 9 Snow & Ice Games',b'Wii',2010,b'Sports',b'Destineer',0.02,0.0,0.0,0.0,0.02
15534,b'Natsuiro High School: Seishun Hakusho',b'PS3',2015,b'Action',b'D3Publisher',0.0,0.0,0.02,0.0,0.02
15535,b'Kamen Rider: Battride War II',b'WiiU',2014,b'Action',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15536,b'Shrek / Shark Tale Game Boy Advance Video',b'GBA',2006,b'Misc',b'Hasbro Interactive',0.01,0.0,0.0,0.0,0.02
15537,b'Urban Chaos: Riot Response',b'XB',2006,b'Shooter',b'Eidos Interactive',0.01,0.0,0.0,0.0,0.02
15538,b'Ginga Fukei Densetsu: Sapphire',b'TG16',1995,b'Shooter',b'Hudson Soft',0.0,0.0,0.02,0.0,0.02
15539,"b""Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!""",b'PS2',2007,b'Action',b'Marvelous Interactive',0.0,0.0,0.02,0.0,0.02
15540,b'The Mummy',b'GBA',2002,b'Action',b'Ubisoft',0.01,0.0,0.0,0.0,0.02
15541,b'Guitar Freaks V3 & DrumMania V3',b'PS2',2007,b'Simulation',b'Konami Digital Entertainment',0.0,0.0,0.02,0.0,0.02
15542,b'The Talos Principle',b'PS4',2015,b'Puzzle',b'Devolver Digital',0.0,0.02,0.0,0.0,0.02
15543,b'The Crow: City of Angels',b'PS',1997,b'Action',b'Acclaim Entertainment',0.01,0.01,0.0,0.0,0.02
15544,b'Legendary',b'PC',2008,b'Shooter',b'Atari',0.0,0.01,0.0,0.0,0.02
15545,b'Snow Portable',b'PSP',2007,b'Adventure',b'Prototype',0.0,0.0,0.02,0.0,0.02
15546,b'Poyo Poyo Kansatsu Nikki',b'3DS',2012,b'Action',b'IE Institute',0.0,0.0,0.02,0.0,0.02
15547,b'Jinsei Game DS',b'DS',2006,b'Misc',b'Atlus',0.0,0.0,0.02,0.0,0.02
15548,b'Guitar Freaks & DrumMania: Masterpiece Gold',b'PS2',2007,b'Simulation',b'Konami Digital Entertainment',0.0,0.0,0.02,0.0,0.02
15549,b'Broken Sword: The Sleeping Dragon',b'XB',2003,b'Adventure',b'THQ',0.01,0.0,0.0,0.0,0.02
15550,b'Reversal Challenge',b'DS',2009,b'Misc',b'Tommo',0.02,0.0,0.0,0.0,0.02
15551,b'Wild West Shootout',b'Wii',2010,b'Shooter',b'Unknown',0.01,0.01,0.0,0.0,0.02
15552,b'Miyako',b'PSP',2010,b'Adventure',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15553,b'Motto NUGA-CEL!',b'PSP',2010,b'Adventure',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15554,b'Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)',b'PS2',2007,b'Strategy',b'Konami Digital Entertainment',0.0,0.0,0.02,0.0,0.02
15555,b'11eyes: CrossOver',b'PSP',2010,b'Adventure',b'5pb',0.0,0.0,0.02,0.0,0.02
15556,b'Super Dodge Ball',b'NG',1995,b'Sports',b'Technos Japan Corporation',0.0,0.0,0.02,0.0,0.02
15557,b'Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi',b'PSV',2015,b'Adventure',b'dramatic create',0.0,0.0,0.02,0.0,0.02
15558,b'Gon: BakuBakuBakuBaku Adventure',b'3DS',2012,b'Action',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15559,b'Style Book: Junior City',b'DS',2006,b'Misc',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15560,b'Amatsumi Sora ni! Kumo no Hatate ni',b'PSV',2015,b'Adventure',b'Prototype',0.0,0.0,0.02,0.0,0.02
15561,"b""Garfield's Nightmare""",b'DS',2007,b'Platform',b'Game Factory',0.01,0.0,0.0,0.0,0.02
15562,b'Earth Seeker',b'Wii',2011,b'Role-Playing',b'Kadokawa Shoten',0.0,0.0,0.02,0.0,0.02
15563,b'Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special',b'PS3',2015,b'Action',b'Arc System Works',0.0,0.0,0.02,0.0,0.02
15564,b'Lovely x Cation 1 & 2',b'PSV',2015,b'Action',b'5pb',0.0,0.0,0.02,0.0,0.02
15565,b'Barbie as the Princess and the Pauper',b'GBA',2004,b'Adventure',b'Vivendi Games',0.01,0.0,0.0,0.0,0.02
15566,b'Blood Bowl: Legendary Edition',b'PC',2010,b'Sports',b'Focus Home Interactive',0.0,0.01,0.0,0.0,0.02
15567,b'Tantei Opera: Milky Holmes',b'PSP',2010,b'Adventure',b'Unknown',0.0,0.0,0.02,0.0,0.02
15568,b'Pirates of the Burning Sea',b'PC',2008,b'Role-Playing',b'Koch Media',0.0,0.01,0.0,0.0,0.02
15569,b'TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8',b'PS3',2016,b'Misc',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15570,"b""Mary King's Riding School 2""",b'Wii',2009,b'Simulation',b'Midas Interactive Entertainment',0.0,0.02,0.0,0.0,0.02
15571,b'Micro Machines V4',b'PSP',2006,b'Racing',b'Codemasters',0.01,0.0,0.0,0.0,0.02
15572,b'Entaku no Seito: The Eternal Legend',b'PSP',2012,b'Role-Playing',b'Kadokawa Games',0.0,0.0,0.02,0.0,0.02
15573,b'New Atelier Rorona: Hajimari no Monogatari',b'3DS',2015,b'Action',b'Tecmo Koei',0.0,0.0,0.02,0.0,0.02
15574,b'WorldShift',b'PC',2009,b'Strategy',b'Playlogic Game Factory',0.02,0.0,0.0,0.0,0.02
15575,b'The Crew: Wild Run',b'PC',2015,b'Action',b'Ubisoft',0.0,0.02,0.0,0.0,0.02
15576,"b""Casper's Scare School: Spooky Sports Day""",b'DS',2009,b'Sports',b'Blast! Entertainment Ltd',0.02,0.0,0.0,0.0,0.02
15577,b'7 Roses: A Darkness Rises',b'PC',2015,b'Misc',b'Avanquest Software',0.0,0.02,0.0,0.0,0.02
15578,b'My Hero: Doctor',b'DS',2009,b'Action',b'Majesco Entertainment',0.02,0.0,0.0,0.0,0.02
15579,b'Sega Ages 2500 Series Vol. 29: Monster World Complete Collection',b'PS2',2007,b'Role-Playing',b'Sega',0.0,0.0,0.02,0.0,0.02
15580,b'Bakumatsu Rock: Ultra Soul',b'PSV',2014,b'Misc',b'Marvelous Interactive',0.0,0.0,0.02,0.0,0.02
15581,b'Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses',b'PSP',2010,b'Action',b'Takara Tomy',0.0,0.0,0.02,0.0,0.02
15582,"b""Cabela's Alaskan Adventure""",b'PS2',2006,b'Sports',b'Unknown',0.01,0.01,0.0,0.0,0.02
15583,b'Elf Bowling 1 & 2',b'DS',2005,b'Sports',b'Ignition Entertainment',0.02,0.0,0.0,0.0,0.02
15584,b'Niko Puchi Girls Runway',b'3DS',2015,b'Misc',b'Happinet',0.0,0.0,0.02,0.0,0.02
15585,b'MotoGP 14',b'PSV',2014,b'Racing',b'Milestone S.r.l.',0.0,0.01,0.0,0.0,0.02
15586,b'Bomberman 2',b'DS',2008,b'Puzzle',b'Hudson Soft',0.0,0.01,0.0,0.0,0.02
15587,b'Arabians Lost: The Engagement on Desert',b'PS2',2007,b'Adventure',b'Prototype',0.0,0.0,0.02,0.0,0.02
15588,b'Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen',b'DS',2010,b'Simulation',b'Square Enix',0.0,0.0,0.02,0.0,0.02
15589,b'Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi',b'PS2',2010,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15590,b'Gakken DS: Shin TOEIC Test Kanzen Kouryaku',b'DS',2007,b'Misc',b'Gakken',0.0,0.0,0.02,0.0,0.02
15591,b'SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen',b'DS',2010,b'Action',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15592,b'Peggle Nights',b'PC',2008,b'Puzzle',b'PopCap Games',0.0,0.01,0.0,0.0,0.02
15593,b'Starry ? Sky: After Summer',b'PSP',2013,b'Misc',b'Asgard',0.0,0.0,0.02,0.0,0.02
15594,b'Puzzle Guzzle',b'PSP',2007,b'Puzzle',b'DHM Interactive',0.02,0.0,0.0,0.0,0.02
15595,b'ESPN NFL Primetime 2002',b'XB',2002,b'Sports',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15596,b'Gallop Racer Inbreed',b'PS2',2006,b'Sports',b'Tecmo Koei',0.0,0.0,0.02,0.0,0.02
15597,b'Myth Makers: Super Kart GP',b'Wii',2007,b'Racing',b'Popcorn Arcade',0.01,0.0,0.0,0.0,0.02
15598,b'Red Ninja: End of Honor',b'XB',2005,b'Action',b'Vivendi Games',0.01,0.0,0.0,0.0,0.02
15599,b'Ketsui: Kizuna Jigoku Tachi Extra',b'X360',2010,b'Shooter',b'5pb',0.0,0.0,0.02,0.0,0.02
15600,b'Frisbee Disc Freestyle / Frisbee Disc Golf',b'DS',2007,b'Sports',b'DSI Games',0.02,0.0,0.0,0.0,0.02
15601,b'Call of Duty: Modern Warfare Trilogy',b'PS3',2016,b'Shooter',b'Activision',0.0,0.01,0.0,0.0,0.02
15602,b'The King of Fighters Collection: The Orochi Saga (JP sales)',b'PS2',2006,b'Fighting',b'Ignition Entertainment',0.0,0.0,0.02,0.0,0.02
15603,b'Emergency 2012',b'DS',2010,b'Simulation',b'Rondomedia',0.0,0.02,0.0,0.0,0.02
15604,"b""Command & Conquer 3: Kane's Wrath""",b'PC',2008,b'Strategy',b'Electronic Arts',0.0,0.01,0.0,0.0,0.02
15605,b'Suzumiya Haruhi-Chan no Mahjong',b'PSP',2011,b'Misc',b'Kadokawa Shoten',0.0,0.0,0.02,0.0,0.02
15606,b'Tsuki no Hikari: Shizumeru Kane no Satsujin',b'PS2',2002,b'Adventure',b'Victor Interactive',0.0,0.0,0.02,0.0,0.02
15607,b'Aqua Panic!',b'DS',2009,b'Puzzle',b'Neko Entertainment',0.01,0.01,0.0,0.0,0.02
15608,b'James Bond 007: Blood Stone',b'PC',2010,b'Shooter',b'Activision',0.02,0.0,0.0,0.0,0.02
15609,b'Writing and Speaking Beautiful Japanese DS',b'DS',2006,b'Misc',b'Unknown',0.0,0.0,0.02,0.0,0.02
15610,b'Sega Ages 2500 Series Vol. 26: Dynamite Deka',b'PS2',2006,b'Action',b'Sega',0.0,0.0,0.02,0.0,0.02
15611,b'Kong: The Animated Series',b'GBA',2002,b'Action',b'BAM! Entertainment',0.01,0.0,0.0,0.0,0.02
15612,b'Heavy Fire: Afghanistan',b'PC',2011,b'Shooter',b'Mastiff',0.02,0.0,0.0,0.0,0.02
15613,"b""Let's Dance with Mel B""",b'X360',2011,b'Sports',b'Black Bean Games',0.0,0.02,0.0,0.0,0.02
15614,b'Agatha Christie: Death on the Nile',b'PC',2008,b'Adventure',b'Big Fish Games',0.0,0.01,0.0,0.0,0.02
15615,b'The Crew: Wild Run',b'XOne',2015,b'Action',b'Ubisoft',0.0,0.02,0.0,0.0,0.02
15616,b'Toukiden 2',b'PS3',2016,b'Action',b'Tecmo Koei',0.0,0.0,0.02,0.0,0.02
15617,b'Koisuru Otome to Shugo no Tate Portable',b'PSP',2010,b'Adventure',b'Alchemist',0.0,0.0,0.02,0.0,0.02
15618,b'PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana',b'3DS',2012,b'Action',b'Irem Software Engineering',0.0,0.0,0.02,0.0,0.02
15619,b'Nodame Cantabile: Tanoshii Ongaku no Jikan Desu',b'DS',2010,b'Misc',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15620,b'Iridium Runners',b'PS2',2008,b'Racing',b'SouthPeak Games',0.01,0.01,0.0,0.0,0.02
15621,b'Ben 10 Omniverse 2',b'3DS',2013,b'Action',b'Namco Bandai Games',0.0,0.02,0.0,0.0,0.02
15622,"b'Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere'",b'PS2',2007,b'Adventure',b'Kadokawa Shoten',0.0,0.0,0.02,0.0,0.02
15623,b'Bakumatsu Renka: Karyuu Kenshi-den',b'PS2',2007,b'Adventure',b'D3Publisher',0.0,0.0,0.02,0.0,0.02
15624,b'Dancing on Ice',b'DS',2010,b'Sports',b'Ghostlight',0.0,0.02,0.0,0.0,0.02
15625,b'Tiny Toon Adventures: Wacky Stackers',b'GBA',2001,b'Puzzle',b'Conspiracy Entertainment',0.01,0.0,0.0,0.0,0.02
15626,b'Princess Frontier Portable',b'PSP',2011,b'Adventure',b'Alchemist',0.0,0.0,0.02,0.0,0.02
15627,b'Rock Blast',b'Wii',2010,b'Puzzle',b'UFO Interactive',0.02,0.0,0.0,0.0,0.02
15628,b'Touch Detective (JP sales)',b'DS',2006,b'Adventure',b'505 Games',0.0,0.0,0.02,0.0,0.02
15629,b'Tomb Raider: Legend',b'PC',2006,b'Action',b'Eidos Interactive',0.0,0.01,0.0,0.0,0.02
15630,b'Emergency Mayhem',b'Wii',2008,b'Racing',b'Codemasters',0.02,0.0,0.0,0.0,0.02
15631,b'Rising Zan: The Samurai Gunman',b'PS',1998,b'Action',b'Agetec',0.01,0.01,0.0,0.0,0.02
15632,b'Mai-Otome Hime: Otome Butou Shi',b'PS2',2006,b'Fighting',b'Sunrise Interactive',0.0,0.0,0.02,0.0,0.02
15633,b'Robopon 2: Cross Version',b'GBA',2001,b'Role-Playing',b'Hudson Entertainment',0.01,0.0,0.0,0.0,0.02
15634,b'TMNT: Mutant Melee',b'XB',2005,b'Fighting',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15635,b'Ultimate Puzzle Games',b'GBA',2005,b'Puzzle',b'Telegames',0.01,0.0,0.0,0.0,0.02
15636,b'Combat Flight Simulator 3: Battle for Europe',b'PC',2002,b'Simulation',b'Microsoft Game Studios',0.01,0.01,0.0,0.0,0.02
15637,b'Kimikare: New Semester',b'PSP',2012,b'Action',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15638,b'Katekyoo Hitman Reborn! Kindan no Yami no Delta',b'PS2',2008,b'Action',b'Marvelous Interactive',0.0,0.0,0.02,0.0,0.02
15639,b'Haneru no Tobira Wii: Girigirissu',b'Wii',2007,b'Misc',b'Namco Bandai Games',0.0,0.0,0.02,0.0,0.02
15640,b'RoboCop',b'XB',2003,b'Shooter',b'Titus',0.01,0.0,0.0,0.0,0.02
15641,b'Elminage II: Sousei no Megami to Unmei no Daichi',b'PSP',2009,b'Role-Playing',b'Starfish',0.0,0.0,0.02,0.0,0.02
15642,b'Lara Croft and the Temple of Osiris',b'PC',2014,b'Action',b'Square Enix',0.0,0.02,0.0,0.0,0.02
15643,b'Final Fantasy XIV: Heavensward',b'PC',2015,b'Action',b'Square Enix',0.01,0.01,0.0,0.0,0.02
15644,b'Grisaia no Rakuen: Le Eden de la Grisaia',b'PSV',2014,b'Adventure',b'Prototype',0.0,0.0,0.02,0.0,0.02
15645,b'Blazing Souls',b'PS2',2006,b'Role-Playing',b'Idea Factory',0.0,0.0,0.02,0.0,0.02
15646,b'Seinaru Kana: Orichalcum no Na no Motoni',b'PSP',2012,b'Action',b'CyberFront',0.0,0.0,0.02,0.0,0.02
15647,b'NHL 2K3',b'GC',2002,b'Sports',b'Sega',0.01,0.0,0.0,0.0,0.02
15648,b'PDC World Championship Darts 2009',b'Wii',2009,b'Sports',b'Oxygen Interactive',0.0,0.02,0.0,0.0,0.02
15649,b'Tour de France 2014',b'PS3',2014,b'Sports',b'Focus Home Interactive',0.0,0.02,0.0,0.0,0.02
15650,b'The Hustle: Detroit Streets',b'XB',2006,b'Sports',b'Activision',0.01,0.0,0.0,0.0,0.02
15651,b'Tail of the Sun',b'PS',1996,b'Role-Playing',b'ArtDink',0.01,0.01,0.0,0.0,0.02
15652,b'Canada Hunt',b'Wii',2010,b'Sports',b'Virtual Play Games',0.02,0.0,0.0,0.0,0.02
15653,"b""Space Channel 5: Ulala's Cosmic Attack""",b'GBA',2002,b'Misc',b'Atari',0.01,0.0,0.0,0.0,0.02
15654,b'Airline Tycoon',b'PC',2000,b'Simulation',b'Interplay',0.0,0.01,0.0,0.0,0.02
15655,b'Virtua Quest',b'PS2',2006,b'Role-Playing',b'Unknown',0.01,0.01,0.0,0.0,0.02
15656,b'Disney Sports Basketball',b'GBA',2002,b'Sports',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15657,b'Bejeweled Blitz',b'PC',2010,b'Puzzle',b'Mastertronic',0.0,0.01,0.0,0.0,0.02
15658,b'Ozzy & Drix',b'GBA',2003,b'Platform',b'Midway Games',0.01,0.0,0.0,0.0,0.02
15659,b'Barnyard Blast: Swine of the Night',b'DS',2008,b'Platform',b'Big Ben Interactive',0.02,0.0,0.0,0.0,0.02
15660,b'SBK09 Superbike World Championship',b'PS3',2009,b'Racing',b'Black Bean Games',0.0,0.01,0.0,0.0,0.02
15661,b'Song of the Deep',b'PC',2016,b'Action',b'Insomniac Games',0.02,0.0,0.0,0.0,0.02
15662,b'Yamasa Digi World SP: Moeyo! Kung Fu Shukujo',b'PS2',2006,b'Misc',b'Yamasa Entertainment',0.0,0.0,0.02,0.0,0.02
15663,b'Nobunaga no Yabou: Soutensoku with Power-Up Kit',b'PSP',2011,b'Strategy',b'Tecmo Koei',0.0,0.0,0.02,0.0,0.02
15664,b'Disney Sports Football',b'GC',2002,b'Sports',b'Konami Digital Entertainment',0.01,0.0,0.0,0.0,0.02
15665,b'Castle Shikigami 2',b'PS2',2004,b'Shooter',b'Play It',0.01,0.01,0.0,0.0,0.02
15666,b'Wizardry Twin Pack',b'PS3',2011,b'Role-Playing',b'Acquire',0.0,0.0,0.02,0.0,0.02
15667,b'Rabbids Invasion: The Interactive TV Show',b'PS4',2014,b'Misc',b'Ubisoft',0.0,0.01,0.0,0.0,0.02
15668,b'Moe Star: Moeru Toudai Eigojuku',b'DS',2008,b'Misc',b'Mirai Shounen',0.0,0.0,0.02,0.0,0.02
15669,b'Gadget Racers (PAL)',b'PS2',2002,b'Racing',b'Zoo Digital Publishing',0.0,0.0,0.02,0.0,0.02
15670,b'Pulse Racer',b'XB',2003,b'Racing',b'Jaleco',0.01,0.0,0.0,0.0,0.02
